MoleculeId,PredictedProbability
1664,0.783906018
1665,0.599953797
1666,0.532735574
1667,0.850660001
1668,0.369496546
1669,0.911806798
1670,0.740884688
1671,0.254817585
1672,0.971423462
1673,0.214215059
1674,0.189299659
1675,0.798296535
1676,0.830234357
1677,0.066062229
1678,0.885557140
1679,0.599466692
1680,0.656651399
1681,0.857022708
1682,0.254674719
1683,0.930921920
1684,0.744666971
1685,0.921500993
1686,0.249149961
1687,0.869428696
1688,0.605441660
1689,0.474739272
1690,0.819648211
1691,0.685556092
1692,0.239302834
1693,0.249434257
1694,0.505711113
1695,0.659859492
1696,0.170872574
1697,0.954606404
1698,0.082834389
1699,0.030001903
1700,0.164515675
1701,0.804893934
1702,0.912393576
1703,0.155052456
1704,0.807236790
1705,0.232142730
1706,0.245961564
1707,0.806102621
1708,0.035020697
1709,0.773265966
1710,0.226785076
1711,0.225265528
1712,0.461055972
1713,0.039503187
1714,0.170647480
1715,0.277096898
1716,0.038727004
1717,0.450008094
1718,0.961595481
1719,0.976948713
1720,0.415668356
1721,0.163073697
1722,0.108316318
1723,0.435153562
1724,0.446965454
1725,0.380524579
1726,0.897980942
1727,0.982074279
1728,0.492962522
1729,0.934424953
1730,0.585488901
1731,0.441065395
1732,0.225465504
1733,0.936443496
1734,0.818348471
1735,0.720838763
1736,0.991771435
1737,0.100708296
1738,0.814540351
1739,0.895461289
1740,0.984194583
1741,0.627609319
1742,0.781127277
1743,0.741220086
1744,0.395939906
1745,0.150427971
1746,0.291591468
1747,0.056755612
1748,0.901186867
1749,0.932289938
1750,0.228189843
1751,0.881007743
1752,0.884936632
1753,0.296890249
1754,0.228893941
1755,0.200324481
1756,0.962159224
1757,0.486225425
1758,0.121226808
1759,0.694340719
1760,0.833875000
1761,0.847919158
1762,0.965728358
1763,0.175959373
1764,0.551653349
1765,0.924572003
1766,0.885760142
1767,0.786015456
1768,0.682948752
1769,0.978386477
1770,0.719703365
1771,0.791313521
1772,0.983120351
1773,0.879593936
1774,0.432956657
1775,0.265729832
1776,0.904762534
1777,0.060488329
1778,0.895899201
1779,0.079984975
1780,0.415201290
1781,0.758419516
1782,0.789302813
1783,0.238948805
1784,0.822065590
1785,0.543545511
1786,0.009398484
1787,0.741459582
1788,0.382339349
1789,0.310904532
1790,0.342352601
1791,0.303104808
1792,0.774902180
1793,0.935542886
1794,0.163603370
1795,0.105896204
1796,0.776916258
1797,0.355639725
1798,0.578916011
1799,0.709609779
1800,0.181356910
1801,0.970668747
1802,0.257980781
1803,0.116300014
1804,0.353893431
1805,0.863363109
1806,0.492601872
1807,0.594291754
1808,0.148606910
1809,0.708744141
1810,0.907018770
1811,0.904676337
1812,0.529695280
1813,0.763309966
1814,0.769122324
1815,0.965199715
1816,0.299442316
1817,0.888588298
1818,0.232017757
1819,0.675422467
1820,0.397481959
1821,0.362757521
1822,0.306964232
1823,0.948931605
1824,0.961269217
1825,0.986140177
1826,0.873018599
1827,0.521468159
1828,0.919871122
1829,0.680034891
1830,0.931380405
1831,0.387171856
1832,0.101847774
1833,0.453485938
1834,0.661194793
1835,0.746702252
1836,0.597223363
1837,0.332709791
1838,0.113317376
1839,0.972056453
1840,0.697618929
1841,0.127353495
1842,0.835280100
1843,0.783116432
1844,0.261162100
1845,0.799285641
1846,0.198224152
1847,0.849149013
1848,0.628824356
1849,0.336291149
1850,0.450130021
1851,0.944006173
1852,0.120847189
1853,0.703521745
1854,0.934366484
1855,0.825770027
1856,0.922838889
1857,0.391585521
1858,0.187972011
1859,0.308621160
1860,0.959784709
1861,0.637705524
1862,0.164905564
1863,0.695043645
1864,0.965932014
1865,0.555807258
1866,0.855294905
1867,0.910367244
1868,0.876013133
1869,0.952113607
1870,0.638399822
1871,0.941449777
1872,0.944468559
1873,0.556641941
1874,0.217493179
1875,0.258045192
1876,0.605856955
1877,0.024950192
1878,0.288994839
1879,0.767249384
1880,0.849117660
1881,0.350282399
1882,0.239150875
1883,0.609256877
1884,0.143135437
1885,0.956114850
1886,0.237098465
1887,0.823633039
1888,0.982688409
1889,0.951251564
1890,0.098039137
1891,0.849122661
1892,0.492039530
1893,0.794482784
1894,0.302251010
1895,0.596595003
1896,0.816960549
1897,0.945708475
1898,0.554472776
1899,0.864243368
1900,0.203376079
1901,0.928699568
1902,0.771360040
1903,0.571210900
1904,0.034956954
1905,0.170583034
1906,0.090282303
1907,0.637614056
1908,0.222163917
1909,0.889095022
1910,0.254799287
1911,0.184645825
1912,0.764175764
1913,0.051600020
1914,0.891430969
1915,0.832808574
1916,0.281256348
1917,0.218420893
1918,0.278960159
1919,0.548079709
1920,0.635145659
1921,0.958902647
1922,0.505668698
1923,0.136480693
1924,0.195009952
1925,0.878766752
1926,0.424725824
1927,0.268091673
1928,0.857563528
1929,0.771770627
1930,0.121451909
1931,0.145665719
1932,0.157857119
1933,0.275573954
1934,0.941066961
1935,0.061827604
1936,0.161993502
1937,0.198495865
1938,0.966278740
1939,0.714697029
1940,0.727926464
1941,0.956273237
1942,0.982185198
1943,0.726888276
1944,0.355027345
1945,0.159482714
1946,0.328434183
1947,0.496695819
1948,0.653988581
1949,0.181291685
1950,0.604900091
1951,0.932421434
1952,0.123226346
1953,0.981759218
1954,0.253550660
1955,0.902341037
1956,0.303467668
1957,0.319740294
1958,0.114495986
1959,0.787997653
1960,0.649678121
1961,0.173774039
1962,0.143304916
1963,0.242779288
1964,0.702776696
1965,0.377239987
1966,0.280922867
1967,0.870107188
1968,0.259769839
1969,0.857823369
1970,0.248387863
1971,0.696647205
1972,0.914257726
1973,0.939350367
1974,0.618403664
1975,0.888043838
1976,0.835945658
1977,0.166432731
1978,0.866745745
1979,0.036172362
1980,0.817673442
1981,0.880544123
1982,0.137941456
1983,0.384915414
1984,0.168266400
1985,0.212292233
1986,0.983174793
1987,0.511507044
1988,0.514041581
1989,1.000000000
1990,0.724340242
1991,0.316204314
1992,0.829021214
1993,0.735260343
1994,0.288829408
1995,0.214653716
1996,0.910415999
1997,0.952769502
1998,0.967636849
1999,0.457964066
2000,0.541551219
2001,0.303246719
2002,0.989607369
2003,0.413388064
2004,0.924725731
2005,0.800494493
2006,0.356252241
2007,0.076480882
2008,0.969571616
2009,0.097740479
2010,0.183415683
2011,0.311942468
2012,0.452494855
2013,0.689391629
2014,0.684564674
2015,0.937303551
2016,0.857772577
2017,0.249120810
2018,0.316702686
2019,0.701901426
2020,0.864513982
2021,0.219294650
2022,0.854057923
2023,0.578264331
2024,0.432419657
2025,0.371117865
2026,0.182571922
2027,0.135243284
2028,0.307227100
2029,0.253949457
2030,0.873514624
2031,0.397676479
2032,0.896766819
2033,0.235860848
2034,0.156059719
2035,0.753793440
2036,0.918929903
2037,0.133304582
2038,0.467614262
2039,0.711197368
2040,0.763091539
2041,0.652455948
2042,0.616222124
2043,0.317610285
2044,0.167814201
2045,0.371487353
2046,0.452023690
2047,0.955535647
2048,0.930976724
2049,0.202473647
2050,0.146962310
2051,0.351522628
2052,0.941974282
2053,0.734695300
2054,0.565874968
2055,0.721967155
2056,0.694469990
2057,0.836263658
2058,0.776640977
2059,0.418273383
2060,0.294148482
2061,0.629095154
2062,0.967596031
2063,0.751277931
2064,0.066714534
2065,0.132088845
2066,0.351434261
2067,0.620341554
2068,0.732115656
2069,0.695248093
2070,0.973195516
2071,0.126962289
2072,0.315527551
2073,0.676563307
2074,0.989270739
2075,0.135691471
2076,0.893843836
2077,0.175371995
2078,0.890487918
2079,0.900400523
2080,0.790867336
2081,0.974723735
2082,0.460679210
2083,0.587250545
2084,0.973908790
2085,0.327316261
2086,0.188581556
2087,0.117498909
2088,0.294971274
2089,0.501779367
2090,0.170672309
2091,0.255616281
2092,0.813247590
2093,0.275621928
2094,0.758339797
2095,0.572336690
2096,0.715166787
2097,0.954065641
2098,0.847182158
2099,0.894051166
2100,0.729331917
2101,0.487720686
2102,0.119063659
2103,0.590499371
2104,0.651558493
2105,0.879836394
2106,0.134388952
2107,0.748373329
2108,0.952692466
2109,0.784304339
2110,0.631061304
2111,0.657020619
2112,0.243194238
2113,0.830174405
2114,0.301535469
2115,0.268189664
2116,0.230598990
2117,0.832336900
2118,0.156027274
2119,0.240485714
2120,0.665605531
2121,0.923776396
2122,0.821118733
2123,0.586631985
2124,0.148080868
2125,0.919741082
2126,0.107408430
2127,0.910967703
2128,0.650803513
2129,0.961865360
2130,0.180668337
2131,0.819337360
2132,0.265971812
2133,0.281732265
2134,0.850436002
2135,0.743834548
2136,0.171351276
2137,0.731147059
2138,0.926257848
2139,0.841035225
2140,0.125898426
2141,0.281917167
2142,0.557767947
2143,0.380727377
2144,0.159813288
2145,0.432484980
2146,0.958884149
2147,0.853130333
2148,0.497433206
2149,0.449465599
2150,0.369817444
2151,0.239232387
2152,0.241688523
2153,0.298059240
2154,0.703302271
2155,0.763327210
2156,0.041053609
2157,0.163966485
2158,0.415826010
2159,0.732892762
2160,0.972134108
2161,0.907780373
2162,0.902907053
2163,0.821241791
2164,0.900055696
2165,0.710588310
2166,0.710263561
2167,0.905193896
2168,0.135312855
2169,0.057528008
2170,0.758799529
2171,0.635088389
2172,0.837029957
2173,0.170278816
2174,0.019859227
2175,0.019046678
2176,0.700832999
2177,0.194543846
2178,0.285459576
2179,0.681767493
2180,0.878912121
2181,0.796268594
2182,0.246893167
2183,0.684120416
2184,0.147780302
2185,0.343137165
2186,0.166144606
2187,0.078594909
2188,0.971797026
2189,0.158825393
2190,0.507879424
2191,0.216881918
2192,0.412367198
2193,0.770039553
2194,0.380262572
2195,0.151594118
2196,0.389019591
2197,0.245808663
2198,0.174240763
2199,0.864714891
2200,0.722888737
2201,0.897281801
2202,0.892921795
2203,0.184188257
2204,0.665598156
2205,0.117818082
2206,0.402697657
2207,0.594631574
2208,0.962046692
2209,0.171932864
2210,0.096196836
2211,0.830973669
2212,0.643383047
2213,0.880951973
2214,0.654798869
2215,0.945278888
2216,0.531114772
2217,0.803574705
2218,0.333974139
2219,0.804174934
2220,0.972831073
2221,0.238501202
2222,0.717436229
2223,0.961996552
2224,0.104203599
2225,0.117366659
2226,0.442276465
2227,0.594754889
2228,0.957672772
2229,0.072867379
2230,0.786972793
2231,0.455904495
2232,0.025923478
2233,0.989053862
2234,0.201595617
2235,0.034210263
2236,0.034814445
2237,0.104230807
2238,0.479312740
2239,0.961545581
2240,0.413843812
2241,0.951413759
2242,0.958870839
2243,0.436798763
2244,0.982354907
2245,0.885538352
2246,0.357722329
2247,0.536355457
2248,0.724030898
2249,0.695237380
2250,0.663995072
2251,0.288576142
2252,0.073699685
2253,0.234011664
2254,0.834872263
2255,0.702990737
2256,0.682861035
2257,0.080668599
2258,0.686615208
2259,0.681296724
2260,0.731546134
2261,0.903424712
2262,0.102725631
2263,0.190547635
2264,0.382746121
2265,0.943591443
2266,0.975882106
2267,0.644340404
2268,0.623849822
2269,0.066085758
2270,0.274644939
2271,0.957661306
2272,0.562940017
2273,0.619399164
2274,0.341770366
2275,0.738559862
2276,0.830311122
2277,0.116414295
2278,0.721294017
2279,0.440455313
2280,0.104965808
2281,0.189679788
2282,0.237956060
2283,0.200448730
2284,0.394752700
2285,0.248682215
2286,0.639118144
2287,0.153402476
2288,0.939497428
2289,0.895905242
2290,0.855384101
2291,0.963717664
2292,0.268984314
2293,0.984319380
2294,0.901778775
2295,0.808848166
2296,0.102724271
2297,0.492390402
2298,0.764382181
2299,0.561270292
2300,0.989545436
2301,0.122290236
2302,0.927810392
2303,0.798836036
2304,0.790517391
2305,0.658902899
2306,0.669634965
2307,0.708263284
2308,0.129242015
2309,0.923799757
2310,0.873255477
2311,0.197078467
2312,0.715621676
2313,0.958155123
2314,0.983937860
2315,0.506038032
2316,0.678169071
2317,0.012512777
2318,0.585418851
2319,0.917843091
2320,0.382840269
2321,0.889293447
2322,0.738083784
2323,0.184934887
2324,0.987495585
2325,0.074883208
2326,0.672770310
2327,0.877746790
2328,0.865607883
2329,0.294205261
2330,0.366502712
2331,0.380259296
2332,0.155730858
2333,0.808019625
2334,0.287884316
2335,0.544016023
2336,0.986060318
2337,0.224316467
2338,0.866522751
2339,0.249137035
2340,0.906468087
2341,0.925478744
2342,0.942078862
2343,0.990639910
2344,0.676979271
2345,0.855490039
2346,0.782459402
2347,0.491158575
2348,0.444547551
2349,0.301850505
2350,0.058245234
2351,0.765256297
2352,0.348522440
2353,0.180030441
2354,0.224632496
2355,0.180293187
2356,0.182708845
2357,0.827048924
2358,0.315560612
2359,0.982600308
2360,0.762748925
2361,0.832775627
2362,0.318205308
2363,0.838538079
2364,0.133812518
2365,0.261807936
2366,0.880343062
2367,0.751337042
2368,0.575962715
2369,0.930135678
2370,0.924959629
2371,0.638673613
2372,0.841535969
2373,0.245859323
2374,0.226044679
2375,0.379335968
2376,0.935018912
2377,0.121372786
2378,0.173719099
2379,0.033421237
2380,0.914253816
2381,0.059064467
2382,0.383062888
2383,0.869967270
2384,0.194818759
2385,0.239132276
2386,0.755356445
2387,0.761865415
2388,0.270648743
2389,0.846058917
2390,0.777731750
2391,0.910411996
2392,0.199351297
2393,0.978464378
2394,0.952740084
2395,0.168238581
2396,0.815941795
2397,0.025872547
2398,0.055071236
2399,0.824648897
2400,0.827864734
2401,0.643721970
2402,0.496478880
2403,0.369398347
2404,0.830219728
2405,0.809316844
2406,0.942805825
2407,0.644217625
2408,0.958774851
2409,0.962865087
2410,0.615448797
2411,0.975140188
2412,0.393089490
2413,0.853999239
2414,0.134502206
2415,0.159639072
2416,0.653125027
2417,0.655095397
2418,0.692280324
2419,0.087098917
2420,0.327168348
2421,0.094252086
2422,0.376888944
2423,0.404586861
2424,0.951357021
2425,0.297275152
2426,0.716835675
2427,0.136309535
2428,0.890547910
2429,0.875792217
2430,0.971111852
2431,0.449495023
2432,0.206567876
2433,0.530278185
2434,0.583188875
2435,0.232215385
2436,0.714063537
2437,0.051334770
2438,0.148604156
2439,0.903953880
2440,0.925603370
2441,0.961138833
2442,0.102666330
2443,0.035338096
2444,0.724631057
2445,0.788810393
2446,0.497418322
2447,0.887636110
2448,0.227853847
2449,0.620000134
2450,0.124723096
2451,0.330020045
2452,0.312792948
2453,0.156944973
2454,0.847924243
2455,0.038408963
2456,0.190395206
2457,0.778114537
2458,0.432717520
2459,0.277305223
2460,0.971111233
2461,0.776043891
2462,0.898166039
2463,0.979315880
2464,0.901179282
2465,0.500694304
2466,0.963941024
2467,0.781542815
2468,0.210986545
2469,0.751400801
2470,0.179341606
2471,0.988002218
2472,0.511782461
2473,0.610959977
2474,0.336322883
2475,0.213841570
2476,0.917407433
2477,0.108239719
2478,0.133442916
2479,0.877838481
2480,0.867356071
2481,0.086382753
2482,0.764198697
2483,0.086998850
2484,0.393207666
2485,0.519270185
2486,0.958939843
2487,0.131085901
2488,0.473556536
2489,0.846739805
2490,0.311543454
2491,0.823736914
2492,0.970871050
2493,0.971008197
2494,0.445193391
2495,0.803653549
2496,0.254185054
2497,0.361712399
2498,0.096629671
2499,0.940986018
2500,0.652153559
2501,0.222392054
